FID,Shape,FID_1,Area,Block,Profile,EC,SAR,E_Depth,WT,CaCO3,Gypsum,OM,N,P,K,Fe,Mn,Zn,Cu,TEXTURE_AL,pH,Long,Lat
3102,Point,245,1,32,408,1.69,5.63,150,150,6.3,1.7,0.38,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.14,"30° 4' 31.261"" E","30° 41' 40.587"" N"
3409,Point,3136,4,84,71,1.29,2.34,120,200,11.1,0.09,0.29,43.51,13.94,77.3,5.18,3.02,1.69,0.91,Sandy Loam,8.6,"30° 33' 21.046"" E","30° 36' 41.231"" N"
3330,Point,1765,1,23,605,6,3,150,150,6,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.97,"29° 59' 35.247"" E","30° 34' 20.037"" N"
3173,Point,556,1,65,627,2.2,1.7,150,150,4.79,0.45,0.75,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.99,"30° 29' 32.306"" E","30° 47' 46.060"" N"
3389,Point,3005,4,63,306,2.28,4.8,150,200,20.3,0.077,0.12,46.6,3.39,25.88,5.82,5.82,0.78,0.19,Sandy Loam,8.74,"30° 28' 40.266"" E","30° 34' 14.061"" N"
3084,Point,222,1,24,634,2.8,3.3,150,150,14.6,0.43,0.35,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.88,"29° 59' 30.363"" E","30° 42' 10.816"" N"
3281,Point,1660,1,23,158,0.65,0.821052632,25,150,18.8,0.92,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.78,"29° 54' 37.250"" E","30° 31' 2.815"" N"
3333,Point,1779,1,24,96,0.62,3.742962963,110,150,10.3,30,0.56,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.39,"29° 53' 34.540"" E","30° 40' 30.507"" N"
3382,Point,2764,4,50,56,0.81,1.33,150,200,4.2,2.7,0.12,64.96,6.12,97.58,3.7,1.69,0.22,0.21,Sandy Loam,8.43,"30° 17' 26.937"" E","30° 29' 18.626"" N"
3365,Point,1955,1,31,547,2.52,10.4,150,150,25,0.9,0.4,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.7,"30° 6' 9.540"" E","30° 33' 50.453"" N"
3417,Point,3165,4,84,350,10.82,6.65,150,200,7.4,1.03,0.04,118.65,13.6,97.58,4.62,4.28,2.42,1.03,Sandy Loam,8.69,"30° 30' 33.090"" E","30° 33' 25.793"" N"
3357,Point,1905,1,32,151,3.3,12.34,150,150,4,2.5,0.37,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.76,"30° 1' 43.009"" E","30° 40' 18.183"" N"
3463,Point,3518,4,145,338,1.65,2.41,150,200,0.11,1.6,0.21,126.26,14.52,267.6,3.68,7.07,3.14,2.68,Sandy Loam,8.26,"30° 45' 34.696"" E","30° 26' 9.943"" N"
3052,Point,60,1,53,231,2.1,1.3,50,120,12,0.92,1.02,111.2,13.1,410,4.775,5.525,1,5.2,Sandy Loam,7.78,"30° 17' 37.546"" E","30° 47' 58.943"" N"
3458,Point,3399,4,112,278,2.17,7.14,150,200,4.95,1,0.34,115.5,7.61292,81.48,9.024,4.036,1.79,0.132,Sandy Loam,8.66,"30° 41' 49.692"" E","30° 26' 58.183"" N"
3164,Point,542,1,65,427,1.1,1.2,150,150,5.57,0.6,0.7,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.64,"30° 27' 21.025"" E","30° 46' 40.584"" N"
3411,Point,3145,4,84,143,0.94,2.07,130,200,4.52,0.16,0.16,51.42,14.51,116.5,6.56,4.36,1.88,2.02,Sandy Loam,8.83,"30° 33' 21.269"" E","30° 35' 52.523"" N"
3139,Point,353,1,42,431,2.15,4.5,150,150,10.36,1.17,1.2,128,33,372,2.725,6.275,1.33,4.8,Sandy Loam,7.94,"30° 12' 15.826"" E","30° 52' 0.603"" N"
3327,Point,1754,1,23,573,12.2,7.7,150,150,17.8,1.1,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.04,"29° 59' 17.160"" E","30° 33' 14.956"" N"
3082,Point,219,1,24,555,0.85,1.644805195,150,150,9.5,1.17,0.53,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.55,"29° 58' 33.146"" E","30° 43' 31.542"" N"
3396,Point,3033,4,63,582,0.96,3.23,150,200,18.62,0.08,0.13,61.68,6.55,101.5,3.55,5.36,1.25,0.11,Sandy Loam,9.18,"30° 24' 56.280"" E","30° 30' 58.275"" N"
3454,Point,3375,4,110,162,9.6,7.75,120,200,2.73,0.095,0.07,157.5,2.84292,166.8,5.022,2.1,2.488,0.17,Sandy Loam,8.93,"30° 40' 56.155"" E","30° 13' 9.974"" N"
3263,Point,1593,1,31,225,4.4,11.8,150,150,11.2,0.3,0.4,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,9.05,"30° 2' 45.403"" E","30° 30' 1.704"" N"
3089,Point,232,1,32,110,2.25,6.48,150,150,6.4,4.5,0.27,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.86,"30° 1' 2.978"" E","30° 44' 21.405"" N"
3256,Point,1554,1,23,610,1.5,1.4,150,150,3.4,1.7,0.7,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.77,"29° 59' 34.407"" E","30° 35' 41.207"" N"
3097,Point,240,1,32,251,2.52,7.32,150,150,8.5,4.5,0.68,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.68,"30° 2' 36.786"" E","30° 44' 38.342"" N"
3180,Point,597,1,85,127,1.8,1.2,95,95,8.7,0.92,0.66,72.8,35,245,5.175,7.075,0.38,2,Sandy Loam,8.22,"30° 33' 56.625"" E","30° 43' 59.722"" N"
3274,Point,1645,1,23,54,2.6,1.7,150,150,8.6,3.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.54,"29° 53' 21.696"" E","30° 31' 50.882"" N"
3239,Point,1265,1,25,405,3.5,1.9,150,150,14.6,0.35,0.54,168,30,560,7,3.25,1.4,6,Sandy Loam,6.57,"29° 56' 55.839"" E","30° 48' 39.221"" N"
3431,Point,3226,4,113,278,0.64,3.51,130,200,4.85,0.08,0.92,47.46,15.92,163.6,7.02,4.32,5.01,3.61,Sandy Loam,8.41,"30° 41' 48.328"" E","30° 34' 16.565"" N"
3067,Point,158,1,53,629,3.4,5.2,85,85,12,1.19,0.62,128,15,680,2.8,5.45,1.14,3.6,Sandy Loam,6.57,"30° 22' 0.203"" E","30° 49' 37.714"" N"
3337,Point,1793,1,24,259,1.22,2,150,150,12.1,1.03,0.62,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.01,"29° 55' 28.123"" E","30° 39' 10.288"" N"
3392,Point,3018,4,63,441,1.38,4.3,120,200,18.45,0.12,0.06,121.8,19.46,377.8,2.26,6.42,1.98,0.26,Sandy Loam,7.99,"30° 25' 51.968"" E","30° 32' 35.939"" N"
3152,Point,467,1,65,127,6.5,2.2,150,150,5.75,0.3,0.4,140,18,325,3.25,3.25,1.3,5,Sandy Loam,8.03,"30° 23' 53.382"" E","30° 48' 49.548"" N"
3134,Point,315,1,42,77,0.58,3.2944,130,130,12.78,1.02,1.28,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.27,"30° 8' 11.612"" E","30° 51' 10.332"" N"
3269,Point,1632,1,17,475,8.58,8.32,120,120,6.9,1.21,14,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.1,"29° 50' 26.155"" E","30° 41' 17.566"" N"
3386,Point,2962,4,62,338,20.47,4.02,120,200,3.34,0.12,0.39,79.1,4,168.1,3.29,2.73,1.68,0.34,Sandy Loam,8.45,"30° 23' 5.606"" E","30° 26' 5.513"" N"
3153,Point,469,1,65,159,1.3,1.1,150,150,4.37,0.75,1.25,140,18,325,3.25,3.25,1.3,5,Sandy Loam,8.17,"30° 24' 11.790"" E","30° 49' 54.575"" N"
3323,Point,1743,1,23,526,14.1,6.7,150,150,8.5,3.5,0.5,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.16,"29° 58' 38.111"" E","30° 35' 40.767"" N"
3385,Point,2794,4,50,341,15.41,13.5,120,120,1.6,2.8,0.2,101.5,4.86,103.82,1.75,4.78,6.24,0.15,Sandy Loam,9.16,"30° 16' 32.141"" E","30° 26' 3.492"" N"
3413,Point,3156,4,84,224,4.1,2.09,120,200,6.99,0.16,0.84,63.28,5,52.28,4.96,5.87,1.8,1.06,Sandy Loam,8.33,"30° 36' 10.385"" E","30° 35' 4.362"" N"
3394,Point,3027,4,63,516,2.88,4.84,150,200,20.15,0.12,0.11,101.5,2.15,108.02,6.38,3.7,1.18,0.03,Sandy Loam,8.71,"30° 26' 48.518"" E","30° 31' 47.474"" N"
3465,Point,3524,4,146,47,0.86,3.58,150,200,0.3,1.6,1.1,141.72,3.56,117.9,6.22,0.219,0.45,0.58,Sandy Loam,8.4,"30° 45' 33.252"" E","30° 35' 54.454"" N"
3246,Point,1325,1,33,69,1.7,3,120,150,12,1.01,0.49,168,30,560,7,3.25,1.4,6,Sandy Loam,7.06,"30° 0' 41.694"" E","30° 48' 24.765"" N"
3360,Point,1917,1,31,166,3.62,13.5,150,150,14.4,0.2,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,9.16,"30° 1' 45.119"" E","30° 36' 47.142"" N"
3131,Point,300,1,33,569,0.7,2.7,140,150,11,1,0.45,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.74,"30° 6' 20.071"" E","30° 48' 43.460"" N"
3074,Point,190,1,53,485,1.4,2,120,120,11,1.09,0.8,84,23,510,3.925,4.9,0.98,4.2,Sandy Loam,7.31,"30° 20' 26.586"" E","30° 48' 32.305"" N"
3085,Point,225,1,24,671,0.88,3.466216216,150,150,18.9,0.69,0.72,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.85,"29° 59' 47.636"" E","30° 44' 37.063"" N"
3079,Point,214,1,24,443,8.5,8,150,150,15.5,0.91,0.33,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.72,"29° 57' 17.983"" E","30° 43' 30.942"" N"
3314,Point,1730,1,23,479,2.6,2.4,75,150,11.2,1.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.95,"29° 58' 22.768"" E","30° 30' 15.942"" N"
3063,Point,151,1,53,443,1.5,2.6,120,120,11,1,0.6,80,21,400,2.725,7.65,0.93,2.6,Sandy Loam,8.2,"30° 19' 47.388"" E","30° 52' 19.397"" N"
3203,Point,1085,1,33,219,2.2,3.2,110,110,12,1.09,0.46,132,33,650,11.5,5.25,0.75,6,Sandy Loam,6.69,"30° 2' 14.107"" E","30° 51' 7.808"" N"
3309,Point,1720,1,23,434,60,54.6,150,150,6,3.5,0.5,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.57,"29° 57' 43.718"" E","30° 32' 41.750"" N"
3406,Point,3125,4,83,125,1.1,4,130,200,2.4,0.17,0.19,231,2.65212,100.46,4.438,1.59,1.59,0.07,Sandy Loam,8.4,"30° 31' 30.795"" E","30° 28' 33.754"" N"
3464,Point,3520,4,145,344,3.55,6.9,150,200,0.14,2.4,0.29,83.06,11.4,226,2.1,7.3,2.76,7.73,Sandy Loam,9.01,"30° 47' 27.124"" E","30° 26' 10.138"" N"
3446,Point,3339,4,85,281,1.4,4.26,70,200,0.15,0.33,1.1,131.25,5.97204,43.36,3.44,5.042,1.57,0.084,Sandy Loam,8.87,"30° 32' 23.809"" E","30° 39' 55.863"" N"
3395,Point,3032,4,63,579,2.41,4.79,150,200,8.65,0.1,0.12,60.9,3.62,97.58,3.18,8.3,1.35,0.15,Sandy Loam,8.76,"30° 24' 0.023"" E","30° 30' 58.019"" N"
3341,Point,1835,1,22,15,11.8,4.7,150,150,6,0.71,0.24,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.49,"29° 56' 30.632"" E","30° 29' 42.574"" N"
3216,Point,1207,1,17,541,3.2,4.97,120,120,5.2,1.01,52,168,30,560,7,3.25,1.4,6,Sandy Loam,7.44,"29° 51' 1.794"" E","30° 44' 0.228"" N"
3235,Point,1259,1,25,324,1.2,3.9,40,40,20.6,0.25,0.65,168,30,560,7,3.25,1.4,6,Sandy Loam,6.66,"29° 55' 58.879"" E","30° 49' 27.458"" N"
3190,Point,912,1,54,351,1.5,2.1,110,150,7.1,0.9,0.8,148,36,680,4.1,5.775,0.78,4.1,Sandy Loam,7.45,"30° 18' 49.185"" E","30° 56' 22.617"" N"
3114,Point,261,1,33,87,2.5,3.1,110,110,12,0.95,0.51,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.62,"30° 1' 2.153"" E","30° 45' 42.573"" N"
3377,Point,2053,1,40,18,1.78,4.78,150,150,8.36,0.87,0.58,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sandy Loam,8.38,"30° 7' 42.906"" E","30° 34' 39.794"" N"
3093,Point,236,1,32,190,2.22,4.97,150,150,5.8,4.7,0.4,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.06,"30° 2' 0.008"" E","30° 43' 16.895"" N"
3349,Point,1877,1,31,413,3.53,7.2,150,150,12.3,0.3,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,9.07,"30° 4' 34.815"" E","30° 35' 27.202"" N"
3347,Point,1867,1,24,596,0.88,3.587837838,150,150,7.8,1.26,0.14,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.82,"29° 59' 13.273"" E","30° 39' 28.333"" N"
3138,Point,344,1,42,579,0.98,1.2,150,150,10.33,1.21,1.1,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.74,"30° 14' 10.545"" E","30° 48' 14.003"" N"
3233,Point,1247,1,24,363,2.25,3.8,150,150,16.4,0.92,0.38,168,30,560,7,3.25,1.4,6,Sandy Loam,6.53,"29° 56' 20.900"" E","30° 44' 35.417"" N"
3453,Point,3373,4,110,156,1.7,3.65,120,200,16.72,0.11,0.11,115.5,3.28176,112.06,2.982,3.454,1.358,0.258,Sandy Loam,8.8,"30° 39' 3.976"" E","30° 13' 9.688"" N"
3423,Point,3212,4,113,62,8.14,7.59,120,200,9.38,0.04,0.95,47.46,17.55,617,10.86,1.9,3.1,2.38,Sandy Loam,7.15,"30° 41' 47.872"" E","30° 36' 42.690"" N"
3247,Point,1326,1,33,71,1.4,1.8,140,150,7,0.92,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,7.43,"30° 0' 41.361"" E","30° 48' 57.232"" N"
3359,Point,1912,1,32,260,3.56,9.35,150,150,6.4,1.7,0.55,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.71,"30° 2' 58.608"" E","30° 39' 30.037"" N"
3363,Point,1949,1,31,494,3,6,150,150,10.2,0.4,0.1,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.96,"30° 5' 31.566"" E","30° 34' 38.896"" N"
3436,Point,3289,4,146,138,0.61,4.15,150,200,0.25,1.6,1.8,110.25,47.17,48.62,3.03,1.44,0.86,1.82,Sandy Loam,9.14,"30° 48' 17.184"" E","30° 34' 12.032"" N"
3259,Point,1565,1,30,124,5.1,1.85,150,150,4.3,0.18,0.37,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.61,"30° 3' 23.056"" E","30° 29' 45.743"" N"
3393,Point,3019,4,63,444,1.8,4.01,150,200,2.15,0.075,0.11,73.08,23.83,46.76,3.84,0.38,1.71,0.22,Sandy Loam,8.77,"30° 26' 48.242"" E","30° 32' 36.181"" N"
3133,Point,307,1,33,661,3,6.5,140,150,11,0.78,0.44,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.89,"30° 7' 14.867"" E","30° 51' 42.419"" N"
3226,Point,1228,1,25,610,5.1,8.5,150,150,14.4,0.32,0.54,168,30,560,7,3.25,1.4,6,Sandy Loam,7.26,"29° 59' 5.952"" E","30° 51' 6.370"" N"
3303,Point,1708,1,23,383,32.5,18.3,150,150,5.2,1.5,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.41,"29° 57' 5.683"" E","30° 33' 30.150"" N"
3273,Point,1644,1,23,53,7.8,9.1,35,150,17.8,2.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.95,"29° 53' 21.880"" E","30° 31' 34.648"" N"
3098,Point,241,1,32,280,2.52,9.51,150,150,5.4,3.4,0.25,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.01,"30° 2' 55.421"" E","30° 44' 54.714"" N"
3242,Point,1320,1,33,23,3.8,8.5,140,150,12,0.66,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,6.85,"30° 0' 2.398"" E","30° 51' 6.809"" N"
3315,Point,1731,1,23,482,3.4,2,65,150,8.2,5.3,0.3,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.93,"29° 58' 22.256"" E","30° 31' 4.644"" N"
3275,Point,1647,1,23,59,15.2,6.9,65,150,24.1,3.5,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.67,"29° 53' 20.771"" E","30° 33' 12.049"" N"
3260,Point,1576,1,31,18,1,3.5,150,150,13,0.4,0.4,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.68,"30° 0' 12.603"" E","30° 34' 36.560"" N"
3220,Point,1218,1,25,483,3.3,3.5,150,150,16.4,0.55,0.65,168,30,560,7,3.25,1.4,6,Sandy Loam,7.19,"29° 57' 53.305"" E","30° 47' 2.276"" N"
3241,Point,1319,1,33,19,3.2,8.7,120,150,10,0.97,0.48,168,30,560,7,3.25,1.4,6,Sandy Loam,6.73,"30° 0' 3.071"" E","30° 50' 1.876"" N"
3439,Point,3297,4,146,210,1.63,6.75,150,200,0.2,1.2,1.2,147,4.14,46.86,0.59,1.23,0.91,0.26,Sandy Loam,8.99,"30° 47' 26.286"" E","30° 32' 39.814"" N"
3129,Point,296,1,33,521,1.5,2,150,150,11,0.95,0.47,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.9,"30° 5' 41.540"" E","30° 50' 20.601"" N"
3451,Point,3370,4,110,84,22.5,11.78,130,200,2.52,0.2,0.09,273,1.69812,555.6,4.99,1.988,1.78,0.268,Sandy Loam,6.68,"30° 39' 59.901"" E","30° 13' 58.546"" N"
3444,Point,3317,4,84,362,3.79,7.62,150,200,9.46,0.15,0.14,118.65,16.84,87.34,3.38,5.34,5.97,3.72,Sandy Loam,8.72,"30° 34' 37.444"" E","30° 33' 35.206"" N"
3174,Point,558,1,65,655,4.2,2.7,150,150,5.25,0.6,1.15,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,8.18,"30° 29' 51.112"" E","30° 47' 46.133"" N"
3329,Point,1759,1,23,591,24.2,28.3,150,150,3.4,2.1,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.66,"29° 59' 37.593"" E","30° 30' 32.762"" N"
3313,Point,1727,1,23,471,20.7,8.6,150,150,6,2.5,0.1,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.96,"29° 58' 0.752"" E","30° 35' 24.237"" N"
3200,Point,1054,1,33,609,2.2,4,140,150,12,1.03,0.47,128,32,680,10.5,5.5,0.6,4.3,Sandy Loam,7.16,"30° 6' 36.931"" E","30° 52' 14.629"" N"
3261,Point,1586,1,31,131,1.24,2.2,150,150,20,0.5,0.4,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.65,"30° 1' 27.490"" E","30° 34' 53.363"" N"
3334,Point,1781,1,24,114,83.3,94.2,100,150,3.5,0.85,0.35,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.09,"29° 53' 55.163"" E","30° 37' 48.335"" N"
3188,Point,663,1,66,19,2.27,6.9,150,150,6.5,1.6,1.65,110.4,17.5,385,7,9.4,0.65,3.8,Sandy Loam,7.83,"30° 22' 34.775"" E","30° 57' 28.702"" N"
3119,Point,274,1,33,265,0.8,1.6,140,150,12,0.83,0.61,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.6,"30° 2' 53.342"" E","30° 48' 25.751"" N"
3087,Point,228,1,32,49,0.58,0.7888,150,150,6.7,0.8,0.27,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.27,"30° 0' 26.224"" E","30° 42' 59.951"" N"
3361,Point,1930,1,31,298,2.34,8.3,150,150,35,0.2,0.3,73.08,3.24,27.54,3.12,0.99,1.34,0.12,Sandy Loam,8.56,"30° 3' 20.227"" E","30° 34' 37.960"" N"
3459,Point,3414,4,112,566,15.27,22.82,150,200,10.31,1.4,0.85,160,8.62416,347.2,3.562,1.83,0.312,0.138,Sandy Loam,8.03,"30° 41' 50.295"" E","30° 23' 43.345"" N"
3123,Point,281,1,33,352,1.8,3.2,120,150,11,0.93,0.4,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.82,"30° 3' 49.291"" E","30° 49' 14.864"" N"
3418,Point,3166,4,84,353,3.79,7.62,150,200,9.46,0.15,0.14,90.97,9.82,46.76,5.38,7.59,1.96,0.37,Sandy Loam,8.91,"30° 31' 29.372"" E","30° 33' 26.002"" N"
3110,Point,255,1,32,588,3.56,9.18,150,150,6.5,2,0.46,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.74,"30° 6' 22.175"" E","30° 44' 56.185"" N"
3243,Point,1321,1,33,27,2.55,6.3,150,150,11,0.75,0.47,168,30,560,7,3.25,1.4,6,Sandy Loam,6.82,"30° 0' 1.724"" E","30° 52' 11.742"" N"
3376,Point,2048,1,31,580,2.66,9.5,150,150,10,0.7,0.3,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sandy Loam,9.1,"30° 6' 27.556"" E","30° 35' 11.754"" N"
3187,Point,656,1,54,604,2.3,3.9,150,150,8.5,0.5,0.8,77.6,22.2,365,5.15,11.275,1.08,3.7,Sandy Loam,7.92,"30° 21' 38.586"" E","30° 56' 39.722"" N"
3198,Point,1051,1,33,473,0.9,2.3,100,100,12,1.21,0.4,128,32,680,10.5,5.5,0.6,4.3,Sandy Loam,7.49,"30° 5' 2.987"" E","30° 51' 57.738"" N"
3149,Point,386,1,53,243,2.9,0.6,150,120,11,1.1,0.6,152,18,475,2.575,4.675,0.98,3.6,Sandy Loam,7.72,"30° 17' 36.118"" E","30° 51' 13.758"" N"
3055,Point,66,1,32,491,3.82,13.39,150,150,7.2,3.75,0.65,131.2,9.8,380,5.025,4.25,0.8,4.8,Sandy Loam,8.22,"30° 5' 27.770"" E","30° 41' 24.751"" N"
3373,Point,2022,1,40,90,2.51,6.79,150,150,6.83,1.05,0.57,183.75,9.61632,104.3,5.546,3.182,0.79,0.264,Sandy Loam,9.06,"30° 8' 40.905"" E","30° 31' 25.352"" N"
3181,Point,602,1,85,114,3.18,4.8,30,30,5.2,0.83,0.73,120.4,11,480,10.75,7.1625,0.45,6.05,Sandy Loam,8.22,"30° 33' 19.035"" E","30° 43' 59.594"" N"
3440,Point,3298,4,146,213,1.4,4.93,150,200,0.25,1.2,1.8,120.75,2.23,214.4,0.27,0.27,0.63,0.22,Sandy Loam,8.6,"30° 48' 22.562"" E","30° 32' 39.902"" N"
3143,Point,361,1,43,170,3.25,3.1,120,150,9.1,3,2,100,30,305,6.875,5.925,1.03,3.5,Sandy Loam,8.09,"30° 9' 25.314"" E","30° 54' 9.401"" N"
3105,Point,250,1,32,448,2.96,4.74,140,150,7.4,1.8,0.27,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.05,"30° 4' 48.196"" E","30° 44' 55.528"" N"
3125,Point,283,1,33,401,0.8,4,120,150,12,0.99,0.52,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,7.72,"30° 4' 28.001"" E","30° 47' 21.498"" N"
3292,Point,1682,1,23,252,14.6,4.6,20,150,18.9,0.87,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,9.09,"29° 55' 31.175"" E","30° 34' 34.319"" N"
3419,Point,3167,4,84,356,2.17,3.12,150,200,6.17,0.15,0.34,106.79,4.55,67.48,5.98,4.88,3.04,1,Sandy Loam,8.76,"30° 32' 25.654"" E","30° 33' 26.204"" N"
3369,Point,1978,1,40,208,3.06,4.2,150,150,6.55,0.91,0.62,99.75,4.78908,46.86,9.044,1.902,0.79,0.262,Sandy Loam,9.07,"30° 9' 54.665"" E","30° 33' 51.952"" N"
3234,Point,1251,1,24,446,10.8,9.6,150,150,21.6,1.18,0.29,168,30,560,7,3.25,1.4,6,Sandy Loam,7,"29° 57' 17.457"" E","30° 44' 19.642"" N"
3171,Point,553,1,65,570,2.4,1.2,150,150,5.73,0.45,1.25,96,17,475,3.625,7.05,0.62,3.2,Sandy Loam,7.61,"30° 28' 54.779"" E","30° 47' 29.675"" N"
3192,Point,921,1,65,26,1.5,2.8,150,150,4.2,0.27,0.45,80,21,395,6.4,6.45,0.97,2.6,Sandy Loam,7.97,"30° 22' 36.988"" E","30° 51' 47.775"" N"
3400,Point,3088,4,82,322,1.5,5.57,150,200,17.5,0.15,0.17,189,2.5758,852.4,4.026,4.426,0.958,0.102,Sandy Loam,7.23,"30° 32' 29.767"" E","30° 18' 49.447"" N"
3077,Point,201,1,53,337,4.2,9,120,120,3,1.02,0.28,80,22,365,3.075,3.975,0.87,3.7,Sandy Loam,8.19,"30° 18' 53.465"" E","30° 46' 21.939"" N"
3257,Point,1555,1,23,612,1.1,1.7,150,150,6,1.3,0.7,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,9,"29° 59' 34.071"" E","30° 36' 13.674"" N"
3287,Point,1676,1,23,234,23.1,9.8,150,150,14.6,1.3,0.2,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.92,"29° 55' 10.792"" E","30° 37' 0.265"" N"
3116,Point,269,1,33,176,1.8,3.6,140,150,12,0.79,0.46,108,17,425,6.6,5.2,0.86,4.6,Sandy Loam,8.07,"30° 1' 57.735"" E","30° 47' 4.166"" N"
3340,Point,1832,1,22,2,6.9,5.9,45,150,14.6,0.84,0.16,183.75,3.7,26.34,7.18,1.79,1.75,1.79,Sandy Loam,8.71,"29° 54' 56.722"" E","30° 29' 58.037"" N"
3161,Point,520,1,65,99,0.8,1.3,150,150,6.72,0.21,0.32,122,19.98,415,5.25,2.5,1.1,3.1,Sandy Loam,7.82,"30° 23' 34.572"" E","30° 48' 49.461"" N"
3265,Point,1599,1,31,290,3.83,13.4,40,150,4.2,0.7,0.3,183.75,5.55,121.32,6.84,3.43,1.63,0.36,Sandy Loam,8.31,"30° 3' 21.486"" E","30° 32' 28.086"" N"
3420,Point,3174,4,84,437,1.83,3.31,130,200,8.23,0.24,0.66,98.88,7.97,41.34,4.1,6.2,1.62,0.86,Sandy Loam,8.32,"30° 35' 14.707"" E","30° 32' 38.063"" N"
3210,Point,1188,1,17,133,0.77,1.49,120,120,9.49,0.95,12,168,30,560,7,3.25,1.4,6,Sandy Loam,6.78,"29° 46' 19.721"" E","30° 44' 13.877"" N"
3146,Point,375,1,43,538,0.85,3.830519481,30,120,9.3,3.5,2.5,100,30,305,6.875,5.925,1.03,3.5,Sandy Loam,8.06,"30° 13' 29.533"" E","30° 55' 15.869"" N"
3250,Point,1329,1,33,109,1.8,4.32,140,150,12,0.74,0.46,168,30,560,7,3.25,1.4,6,Sandy Loam,7.26,"30° 0' 58.513"" E","30° 51' 39.709"" N"
